image_name,hue,saturation,value,body_proportion_1,body_proportion_2,body_proportion_3
2201.jpg,8.771771772,125.9369369,146.6156156,0.8475188,1.6288748,0.54126644
2203.jpg,8.56779661,119.3248588,147.8841808,0.7693272,1.7209388,0.56518656
2204.jpg,8.781767956,119.1243094,135.1933702,0.7826512,1.6722019,0.56096226
2211.jpg,8.325333333,113.384,159.0666667,0.7012609,1.6088649,0.5877993
2215.jpg,5.609042553,81.86170213,151.0026596,0.7477023,1.563358,0.5721798
2218.jpg,9.194148936,76.07180851,190.4787234,0.6964877,1.7902117,0.5894531
2220.jpg,10.21021021,115.7777778,175.8048048,0.7094216,1.796174,0.5849932
2222.jpg,8.978723404,77.82370821,188.7598784,0.70935637,1.8752296,0.58501554
2228.jpg,9.223163842,83.08757062,181.4519774,0.66432875,1.9557152,0.60084283
2232.jpg,8.807807808,108.3693694,149.4774775,0.687379,1.6649169,0.59263504
2235.jpg,8.694610778,103.8592814,154.1407186,0.7183521,1.8184793,0.5819529
2239.jpg,8.763754045,106.4433657,152.8996764,0.6862901,1.8871661,0.59301776
2244.jpg,8.792717087,109.8067227,149.5098039,0.6754285,1.7790903,0.5968622
2248.jpg,8.660550459,108.7492355,145.8012232,0.6699771,1.8132563,0.59881055
2251.jpg,8.659090909,114.2045455,141.1525974,0.7128926,1.7140307,0.58380777
2253.jpg,10.49303621,94.45125348,190.2311978,0.7105633,1.7320778,0.5846027
2255.jpg,8.704049844,113.4454829,139.0124611,0.7210106,1.7803056,0.581054
2264.jpg,9.32,114.8771429,156.8885714,0.78845423,1.6944451,0.5591421
2270.jpg,8.61341853,85.85942492,180.4664537,0.7066778,1.8623174,0.5859337
2274.jpg,9.55982906,98.29273504,162.8611111,0.7352915,1.804578,0.5762721
2278.jpg,10.71578947,98.01578947,167.1052632,0.69023424,1.6715298,0.591634
2281.jpg,10.25714286,90.46753247,182.8051948,0.68787044,1.7064157,0.59246254
2282.jpg,9.062686567,109.9731343,146.5253731,0.7062449,1.6156377,0.58608234
2283.jpg,9.42377261,75.48578811,189.5116279,0.7060915,1.7698429,0.586135
2284.jpg,9.626911315,86.09785933,188.6513761,0.7220378,1.6296294,0.5807074
2291.jpg,9.105095541,115.0573248,149.8949045,0.829279,1.773706,0.54666346
2294.jpg,10.2681388,109.6876972,169.0757098,0.7565407,1.6686351,0.5693008
2303.jpg,10.66071429,62.80102041,216.0127551,0.8572471,1.593885,0.53843135
2304.jpg,10.68556701,62.67525773,216.0695876,0.8572471,1.593885,0.53843135
2314.jpg,9.021341463,122.4847561,147.4329268,0.74845064,1.7201461,0.57193494
2317.jpg,9.696,92.91466667,170.7413333,0.7976552,1.6425065,0.55628014
2321.jpg,10.12371134,97.30927835,162.4536082,0.79354,1.6354835,0.55755657
2329.jpg,9.070208729,91.24035421,191.9184061,1.924658,1.468814,0.34192032
2336.jpg,10.0742268,107.2969072,166.1690722,0.6886876,1.7847213,0.59217584
2343.jpg,8.899736148,76.91292876,190.6701847,0.7556397,1.8179531,0.56959295
2347.jpg,9.27020202,70.7979798,196.3055556,0.6507029,1.667405,0.60580254
2350.jpg,9.326027397,72.72876712,194.6684932,0.68279225,1.7723215,0.5942504
2353.jpg,8.8359375,77.36979167,187.7447917,0.69288874,1.8104815,0.5907063
2361.jpg,9.904282116,90.73551637,185.7506297,0.6923392,1.7195063,0.5908981
2365.jpg,10.11924119,86.14092141,192.9864499,0.6940933,1.5900104,0.59028625
2375.jpg,9.903581267,80.1184573,200.7933884,0.73857194,1.8102294,0.57518476
2378.jpg,10.36299766,81.64637002,195.9555035,0.7193276,1.7327151,0.5816227
2384.jpg,10.25188917,86.36020151,198.6952141,0.72514176,1.7588246,0.5796625
2385.jpg,9.297368421,76.93947368,189.7210526,0.75569123,1.7982954,0.56957626
2405.jpg,10.15254237,88.23486683,196.8159806,0.7136219,1.7062553,0.5835593
2411.jpg,9.610079576,76.46949602,204.4190981,0.7078635,1.7799076,0.5855269
2412.jpg,9.612732095,76.4668435,204.3660477,0.7078635,1.7799076,0.5855269
2415.jpg,8.291390728,108.1854305,163.3543046,0.76396424,1.7606331,0.56690496
2421.jpg,9.79587156,103.7385321,163.25,0.7365159,1.859291,0.57586575
2426.jpg,8.771513353,91.58160237,183.0563798,0.69554454,1.7078803,0.58978105
2431.jpg,9.044811321,114.754717,144.4127358,0.6962893,1.6747259,0.5895221
2436.jpg,9.056379822,125.3916914,129.5964392,0.69809484,1.6462636,0.58889526
2444.jpg,9.911357341,96.86703601,178.132964,0.7151151,1.8096197,0.58305126
2448.jpg,10.67613636,112.6306818,169.7215909,0.67614603,1.8758446,0.59660673
2449.jpg,6.086206897,82.0545977,148.1149425,0.77012634,1.516281,0.5649314
2453.jpg,9.779220779,86.95064935,184.0155844,0.7141319,1.5166676,0.5833857
2470.jpg,8.617910448,136.1283582,138.9850746,0.713094,1.7165126,0.5837391
2477.jpg,10.93188011,98.60490463,178.4359673,0.74104416,1.912977,0.574368
2479.jpg,9.630177515,155.9585799,105.3757396,0.7958346,1.5168332,0.5568442
2489.jpg,9.654986523,72.98382749,192.5363881,0.6732346,1.8324775,0.5976448
2491.jpg,9.730555556,91.83055556,189.5722222,0.6579105,1.8020799,0.60316885
2502.jpg,10.09067358,85.80051813,197.7512953,0.6815574,1.6921015,0.5946868
2511.jpg,10.49132948,94.67919075,169.8728324,0.6632226,1.6369499,0.6012424
2512.jpg,8.704188482,96.68324607,186.2277487,0.689597,1.7589505,0.59185714
2516.jpg,8.81865285,90.37564767,197.6839378,0.6752402,1.7179819,0.5969293
2522.jpg,9.280353201,90.37086093,191.9889625,0.6734991,1.6819407,0.59755033
2525.jpg,8.821138211,127.4688347,148.7127371,0.7071849,1.3252069,0.58575964
2530.jpg,8.709677419,130.2724014,112.7383513,0.7341854,1.6353211,0.57663965
2538.jpg,8.105960265,88.50331126,173.0728477,0.7254681,1.8406101,0.5795529
2541.jpg,9.779220779,84.87272727,200.161039,0.67722046,1.6270689,0.5962245
2542.jpg,9.777777778,85.18863049,199.7286822,0.67722046,1.6270689,0.5962245
2547.jpg,10.36158192,96.77118644,186.5960452,0.6611198,1.7804034,0.6020036
2550.jpg,10.47395833,82.71614583,187.7630208,0.6941179,1.7430749,0.5902777
2553.jpg,10.5812357,84.33638444,198.3432494,0.7379811,1.6348103,0.57538027
2555.jpg,8.824615385,114.32,140.3784615,0.7180989,1.6734654,0.58203864
2560.jpg,8.152647975,116.8317757,126.1619938,0.6924613,1.6515244,0.5908555
2564.jpg,9.557544757,100.5959079,163.0409207,0.7044555,1.6732391,0.58669764
2570.jpg,9.062295082,129.4065574,140.8262295,0.8102553,1.592242,0.5524083
2574.jpg,13.304038,103.3087886,203.4489311,0.7143558,1.5474997,0.5833095
2576.jpg,10.15426997,88.06336088,208.6363636,0.79588985,1.5525362,0.55682707
2580.jpg,8.740359897,120.5758355,140.0385604,0.76477313,1.5705509,0.566645
2591.jpg,8.848137536,77.12320917,191.3810888,0.72075456,1.6797096,0.5811404
2593.jpg,8.755395683,97.7529976,168.2997602,0.7451987,1.272492,0.5730006
2596.jpg,9.159021407,98.8470948,173.3455657,0.70905244,1.8829547,0.5851196
2602.jpg,8.745406824,107.5511811,174.8792651,0.7056528,1.7395861,0.58628577
2608.jpg,11.14014252,108.7648456,169.5178147,0.76837367,1.6847714,0.5654914
